"Mexico City, Distrito Federal, Mexico","Santiago, Chile","Lima, Peru","Bogotá, Distrito Especial, Colombia","Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
"8.1","6.2","4.5","3","1.2"
